Parent,total_capacity,num_plants,avg_age,num_countries,ISO 14001_avg,ISO 50001_avg,ResponsibleSteel Certification_avg,Latitude_centroid,Longitude_centroid,Latitude_largest,Longitude_largest
Pasargad Steel Complex Co [100.0%],3400.0,1,12.0,1,2023.0,,,29.191019,52.845405,29.191019,52.845405
Pavgord doo [100.0%],1875.0,1,133.0,1,2022.0,,,44.224446,17.899815,44.224446,17.899815
Perwaja Holdings Bhd [100.0%],0.0,1,41.0,1,,,,4.264364,103.461728,4.264364,103.461728
Ping An Life Insurance Co Ltd [49.9%]; Suzhou Riyisheng Environment Protection Technology Co Ltd [22.8%]; Zhuhai HUAFA Real Estate Investment Holding Co Ltd [10.5%]; Zhuhai Gree Group Co Ltd [6.2%]; Zhuhai DA HENG Qin Investment Co Ltd [4.3%]; unknown [4.2%]; Suzhou Textile Stock Holding Group [2.1%],0.0,1,65.0,1,,,,31.400644,120.475103,31.400644,120.475103
Pittini Group SpA,0.0,1,123.0,1,,,,45.42882,11.000861,45.42882,11.000861
Pomina Steel JSC [100.0%],0.0,2,19.5,1,,,,10.589305,107.0429075,10.601568,107.045491
Port Hedland Iron Pty Ltd [100.0%],700.0,1,,1,,,,-20.395832,118.537975,-20.395832,118.537975
Prakash Industries Ltd [100.0%],1650.0,1,32.0,1,,,,22.004694,82.671666,22.004694,82.671666
Prakash Sponge Iron and Power Pvt Ltd [100.0%],0.0,1,,1,,,,14.152912,76.665824,14.152912,76.665824
Premium Steel and Mines Ltd [100.0%],250.0,2,60.5,2,,,,17.7995965,18.5255515,30.11843,31.281264
QazSpetsSteel LLC [100.0%],0.0,1,,1,,,,50.286408,57.168382,50.286408,57.168382
Qazaqstan Steel Group LLP [100.0%],5000.0,1,65.0,1,,,,50.031766,72.994863,50.031766,72.994863
Qeshm Steel Development Co [100.0%],5000.0,1,,1,,,,26.826494,55.957708,26.826494,55.957708
Qian'an City Jiujiang Wire Co Ltd [100.0%],20800.0,3,14.5,1,,,,28.333618333333334,112.68787733333333,39.952209,118.559444
Qian'an City Jiujiang Wire Co Ltd [51.0%]; British Asia Pan Ruogen International Co Ltd [49.0%],0.0,1,23.67,1,,,,39.19256,118.899533,39.19256,118.899533
Qian'an Zhayi Steel Group Co Ltd [100.0%],0.0,1,21.0,1,,,,40.044026,118.552001,40.044026,118.552001
Qianxinan Prefecture Juxin Industry & Trade General Co [100.0%],0.0,1,32.0,1,,,,25.150857,105.041722,25.150857,105.041722
Qihe Zhongxin Investment Co Ltd [47.2%]; Shandong Iron and Steel Group Co Ltd [28.4%]; Yongfeng Group Co Ltd [12.2%]; Shandong Guohui Investment Co Ltd [8.1%]; Shandong Caixin Asset Operation Co Ltd [4.1%],0.0,1,4.24,1,,,,35.137061,119.068319,35.137061,119.068319
Qihe Zhongxin Investment Co Ltd [55.5%]; Shandong Iron and Steel Group Co Ltd [24.1%]; Yongfeng Group Co Ltd [10.1%]; Shandong Guohui Investment Co Ltd [6.9%]; Shandong Caixin Asset Operation Co Ltd [3.4%],0.0,1,19.55,1,,,,36.7993,116.8026,36.7993,116.8026
Qinhuangdao Hongxing Iron & Steel Co Ltd [100.0%],9850.0,1,23.0,1,,,,39.700721,118.871477,39.700721,118.871477
RSL Group JSC,0.0,1,127.0,1,2023.0,,,48.754025,44.561004,48.754025,44.561004
Radius Recycling Inc [100.0%],0.0,1,57.0,1,2022.0,,,45.228035,-123.163599,45.228035,-123.163599
Rashmi Cement Ltd [100.0%],6400.0,1,,1,,,,22.3591,87.017184,22.3591,87.017184
Rashmi Green Hydrogen Steel Pvt Ltd [100.0%],5200.0,1,,1,,,,22.331489,87.398085,22.331489,87.398085
Rashmi Metaliks Ltd [100.0%],2700.0,2,21.0,1,,,,23.033503500000002,87.186836,22.360664,87.295932
Rashtriya Ispat Nigam Ltd [100.0%],10101.0,1,36.0,1,,,,17.612846,83.191918,17.612846,83.191918
Rio Tinto PLC [100.0%],0.0,1,75.0,1,,,,46.044367,-73.138474,46.044367,-73.138474
RiseSun Real Estate Development Co Ltd [99.8%]; unknown [0.2%],0.0,1,11.0,1,,,,39.181466,116.838667,39.181466,116.838667
Riva Forni Elettrici SpA,0.0,8,75.5,4,,,,46.596924875,3.4924625000000002,50.410335,4.429693
Rungta Mines Ltd [100.0%],33605.0,5,7.666666666666667,1,,,,21.9107876,85.4521354,20.764524,85.299318
SGIS Songshan Co Ltd [100.0%],0.0,1,28.0,1,,,,24.708232,113.635898,24.708232,113.635898
SMS Holding GmbH; Vitkovice Heavy Machinery AS,0.0,1,,1,,,,27.502041,49.189647,27.502041,49.189647
SSAB AB [100.0%],0.0,5,61.8,3,2021.0,,,52.2610822,-23.0134658,64.651111,24.418544
SUE DPR UMP [100.0%],0.0,1,26.0,1,,,,47.982276,37.810634,47.982276,37.810634
Sa Machado Lda,0.0,1,10.0,1,,,,-8.5824,13.405271,-8.5824,13.405271
Sabzevar Pars Steel Complex [100.0%],0.0,1,7.0,1,,,,36.58952,57.571719,36.58952,57.571719
Salzgitter AG,0.0,2,95.5,1,2022.5,2023.0,,52.2378645,10.3339265,52.161794,10.409371
Sanbao Group Co Ltd [100.0%],0.0,1,26.0,1,,,,24.635769,117.603677,24.635769,117.603677
Sanyo Special Steel Co Ltd,0.0,2,99.5,2,2023.0,,,60.849074,22.550794500000002,61.149466,28.798774
Sanyo Special Steel Co Ltd [100.0%],0.0,1,90.0,1,,,,34.788074,134.672046,34.788074,134.672046
Saudi Arabian Oil Co [100.0%],0.0,1,,1,,,,27.502597,49.180369,27.502597,49.180369
Saudi Iron and Steel Co [100.0%],0.0,2,43.5,1,,,,24.1544065,44.3799,21.290402,39.183444
SeAH Besteel Holdings Corp [100.0%],0.0,2,43.5,1,,,,35.5863935,127.6069005,35.968596,126.609524
SeAh Steel Holdings Corp [100.0%],0.0,1,47.0,1,,2022.0,,35.991176,129.375791,35.991176,129.375791
Serajuddin & Co,0.0,1,22.0,1,,,,20.928285,86.036604,20.928285,86.036604
Severstal PJSC [100.0%],14000.0,1,70.0,1,2023.0,,,59.143998,37.86295,59.143998,37.86295
Shaanxi Coal and Chemical Industry Co Ltd [85.8%]; Hanzhong Investment Holding Group Co Ltd [8.9%]; unknown [5.3%],0.0,1,16.21,1,,,,33.133192,106.671859,33.133192,106.671859
Shaanxi Coal and Chemical Industry Co Ltd [95.9%]; unknown [4.1%],0.0,2,18.22,2,,,,15.740017499999999,107.78493950000001,35.618466,110.575788
Shaanxi Hanzhong Iron & Steel Group Co [100.0%],0.0,1,24.89,1,,,,33.132446,106.657646,33.132446,106.657646
Shaanxi Huaxin Special Steel Group Co Ltd [100.0%],0.0,1,24.1,1,,,,34.523278,109.986042,34.523278,109.986042
Shakambhari Group,396.0,1,24.0,1,,,,23.613861,86.789527,23.613861,86.789527
Shandong Chuanyang Group Co Ltd [100.0%],0.0,1,19.69,1,,,,36.894784,117.888366,36.894784,117.888366
Shandong Iron and Steel Co Ltd [100.0%],0.0,2,6.875,1,,,,36.0881105,117.839203,36.087717,117.827927
Shandong Iron and Steel Co Ltd [50.6%]; Shandong Iron and Steel Group Co Ltd [34.0%]; Shandong Guohui Investment Co Ltd [9.7%]; Shandong Caixin Asset Operation Co Ltd [4.9%]; unknown [0.8%],0.0,1,16.56,1,,,,35.188969,119.383723,35.188969,119.383723
Shandong Iron and Steel Group Co Ltd [35.0%]; Qihe Zhongxin Investment Co Ltd [34.7%]; Yongfeng Group Co Ltd [15.3%]; Shandong Guohui Investment Co Ltd [10.0%]; Shandong Caixin Asset Operation Co Ltd [5.0%],0.0,1,4.74,1,,,,36.906036,118.111833,36.906036,118.111833
Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],0.0,1,21.71,1,,,,36.106143,117.820108,36.106143,117.820108
Shandong Minyuan Steel & Iron Co Ltd [100.0%],0.0,1,19.7,1,,,,36.728409,117.426582,36.728409,117.426582
Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],0.0,1,22.19,1,,,,36.308447,117.540425,36.308447,117.540425
Shandong Xinhua Special Steel Group Co Ltd [100.0%],0.0,1,18.47,1,,,,36.256175,116.179833,36.256175,116.179833
Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],1000.0,1,14.0,1,,,,26.768925,119.765203,26.768925,119.765203
Shanghai Decent Investment (Group) Co Ltd [36.4%]; unknown [20.4%]; TSINGSHAN Holding Group Co Ltd [19.8%]; Zhejiang Qingshan Business Management Co Ltd [15.6%]; DELIXI Group Limited Co [7.8%],300.0,1,17.0,1,,,,26.7695,119.738519,26.7695,119.738519
Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],0.0,1,2.0,1,,,,26.779301,119.767935,26.779301,119.767935
Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],0.0,1,21.85,1,,,,33.323678,106.167206,33.323678,106.167206
Shanghai Xuantong Technology Development Co Ltd [66.0%]; Shanghai Juhang Industrial Co Ltd [32.8%]; unknown [1.2%],0.0,1,21.83,1,,,,42.674192,86.280156,42.674192,86.280156
Shanxi Antai Holding Group Co Ltd [100.0%],0.0,1,20.28,1,,,,37.075017,111.985148,37.075017,111.985148
Shanxi Changxin Industry Co Ltd [100.0%],0.0,1,36.0,1,,,,36.326589,113.117181,36.326589,113.117181
Shanxi Dongfang Hengliu Precision Casting Co [100.0%],0.0,1,16.04,1,,,,36.080051,111.647754,36.080051,111.647754
Shanxi Gaoyi Steel Co Ltd [100.0%],0.0,1,28.0,1,,,,35.586841,111.258436,35.586841,111.258436
Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],1300.0,1,26.37,1,,,,35.701895,110.786826,35.701895,110.786826
Shanxi HUAQIANG Iron and Steel Co Ltd [100.0%],0.0,1,22.4,1,,,,35.670848,111.378887,35.670848,111.378887
Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],0.0,1,23.0,1,,,,35.694321,111.429381,35.694321,111.429381
Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; natural person(s) [40.0%],0.0,1,22.75,1,,,,35.662985,112.882395,35.662985,112.882395
Shanxi Jinnan Holding Group Co Ltd [100.0%],0.0,1,11.55,1,,,,35.678541,111.51465,35.678541,111.51465
Shanxi Liheng Iron and Steel Co Ltd [100.0%],0.0,1,17.0,1,,,,35.701541,111.42671,35.701541,111.42671
Shanxi State-Owned Capital Investment and Operation Co Ltd [28.7%]; Datong Qijun Trading Co Ltd [26.0%]; Tianjin Bohai Runde Steel Group Co Ltd [25.0%]; China Cinda Asset Management Co Ltd [14.8%]; Jinneng Holding Group Co Ltd [3.2%]; unknown [2.3%],0.0,1,19.76,1,,,,40.183517,113.305462,40.183517,113.305462
Shanxi Taigang Stainless Steel Co Ltd [100.0%],0.0,1,27.25,1,,,,37.931488,112.539321,37.931488,112.539321
Shanxi Zhongsheng Iron and Steel Co Ltd [100.0%],0.0,1,18.87,1,,,,35.727776,111.330122,35.727776,111.330122
Shanxi Zhongyang Iron & Steel Co Ltd [100.0%],0.0,1,19.83,1,,,,37.370796,111.161118,37.370796,111.161118
Shiheng Special Steel Holding Group Co Ltd [54.7%]; Hong Kong Wing Tai Holdings [22.0%]; unknown [15.9%]; Trade Union Committee of Shiheng Special Steel Group [7.4%],2100.0,2,20.055,1,,,,40.316695,100.750367,44.404189,84.966753
Shiu Wing Steel Ltd [100.0%],0.0,1,0.0,1,,,,22.369498,113.926095,22.369498,113.926095
Shyam Metalics and Energy Ltd,0.0,1,18.0,1,,,,22.977477,88.457443,22.977477,88.457443
Shyam Metalics and Energy Ltd [100.0%],7110.0,2,15.5,1,,,,22.6870465,85.5822505,23.693749,87.122711
Shyam Steel Industries Ltd,0.0,1,,1,,,,23.564157,87.089552,23.564157,87.089552
Shyam Steel Industries Ltd [100.0%],2292.0,1,1.0,1,,,,23.590212,86.724603,23.590212,86.724603
Shyeh Sheng Fuat Steel & Iron Works Co Ltd [100.0%],0.0,1,59.0,1,2022.0,,,22.559391,120.3656132,22.559391,120.3656132
Siam Cement PCL [100.0%],0.0,1,,1,,,,14.457367,109.0789538,14.457367,109.0789538
Sichuan Jinguang Industry (Group) Co Ltd [63.9%]; unknown [29.8%]; Sichuan Shiting Ecology Agriculture Technology Co Ltd [6.2%],0.0,1,15.72,1,,,,24.80128,104.063455,24.80128,104.063455
Sichuan Shehong Chuanzhong Construction Materials Co Ltd [100.0%],0.0,1,25.45,1,,,,30.830726,105.367695,30.830726,105.367695
Sichuan Shengquan Iron and Steel Group Co Ltd [100.0%],0.0,1,7.01,1,,,,31.255961,104.190612,31.255961,104.190612
Sichuan Ya'an Anshan Iron and Steel Co Ltd [100.0%],0.0,1,4.47,1,,,,30.059133,102.625907,30.059133,102.625907
Siderurgica Investimenti SRL,0.0,2,48.5,1,,,,41.473573,12.640667,45.508698,10.248464
Siderurgica del Orinoco Alfredo Maneiro CA [100.0%],1825.0,1,63.0,1,,,,8.259073,-62.841126,8.259073,-62.841126
Siemag Weiss GmbH & Co KG,0.0,1,,1,,,,26.787872,30.572474,26.787872,30.572474
Sinosteel Corp Ltd [100.0%],0.0,1,,1,,,,0.461697,37.991283,0.461697,37.991283
"Sirida (Hong Kong) Group Co Ltd [42.7%]; Zhangjiagang Yongrun Investment Development Co Ltd [18.5%]; Suzhou Yongyuan Holding Co Ltd [14.5%]; Yonglian Village Stock Economic Cooperative, Nanfeng Town, Zhangjiagang City [9.3%]; unknown [4.3%]; Hengde International Co Ltd [3.4%]; Zhangjiagang Yongfeng Investment Development Co Ltd [3.2%]; Jiangsu Shagang Group Co Ltd [2.7%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [0.8%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [0.6%]",12000.0,1,23.21,1,,,,31.855205,120.730505,31.855205,120.730505
Slovenska industrija jekla dd [25.0%]; Dilon doo,0.0,1,65.0,1,,,,46.423994,14.094645,46.423994,14.094645
Solidium Oy [15.5%]; small shareholder(s),0.0,3,54.0,3,2022.5,,,52.354705,-15.879793333333332,65.767115,24.176472
Southern Mining and Metallurgical Complex LLC,5400.0,1,129.0,1,,,,48.478111,38.770787,48.478111,38.770787
Southern Steel Bhd [100.0%],0.0,1,62.0,1,,,,5.399453,100.382177,5.399453,100.382177
Sribir Group of Companies,980.0,1,16.0,1,,,,24.145239,86.334999,24.145239,86.334999
Star Infrastructure Development Corp [100.0%],0.0,1,2.0,1,,,,22.774191,91.574601,22.774191,91.574601
State Company for Iron and Steel (Iraq) [100.0%],0.0,1,,1,,,,30.2471634,47.832418,30.2471634,47.832418
State-owned Assets Supervision and Administration Commission of Yunnan Province [76.5%]; Yunnan Provincial Department of Finance [8.5%]; unknown [0.0%],0.0,1,,1,,,,21.423783,96.454378,21.423783,96.454378
StavStal' LLC [100.0%],0.0,1,9.0,1,,,,44.688323,41.927331,44.688323,41.927331
Steel Authority of India Ltd [100.0%],32091.0,7,59.81285714285714,1,,,,22.589948714285715,85.77519842857143,21.185157,81.394207
Steel Dynamics Inc [100.0%],0.0,6,27.333333333333332,1,2022.0,,,36.856681333333334,-87.13497016666668,41.37064,-84.917454
Steel Dynamics Inc [88.0%]; unknown [12.0%],7000.0,1,,1,,,,47.383441,-93.219413,47.383441,-93.219413
SteelAsia Manufacturing Corp [100.0%],0.0,7,9.333333333333334,1,,,,13.440132084864857,121.69967137300749,12.585909,123.207423
Sun Metal Casting LLC [100.0%],0.0,1,11.0,1,,,,22.632992,59.416971,22.632992,59.416971
Sunflag Iron and Steel Co Ltd [100.0%],364.0,1,36.0,1,2022.0,,,21.232929,79.632398,21.232929,79.632398
Sunningwell Steel Polska SA,0.0,1,229.0,1,,,,45.512949,22.339896,45.512949,22.339896
Surjagad Ispat Pvt Ltd [100.0%],1200.0,1,,1,,,,19.487201,79.968551,19.487201,79.968551
Swadesh Metallics Pvt Ltd [100.0%],1000.0,1,,1,,,,21.625706,81.705254,21.625706,81.705254
Swiss Steel Holding AG [100.0%],0.0,3,51.0,3,2024.0,2024.0,,46.09148733333333,-24.521247666666667,49.241492,6.152631
Südwest Beteiligungen GmbH,0.0,1,70.0,1,2024.0,2024.0,,48.595058,7.821633,48.595058,7.821633
Sıddık Kardeşler Haddecilik Sanayi Ticaret LŞ [100.0%],0.0,1,9.0,1,,,,40.800833,29.512008,40.800833,29.512008
TSINGSHAN Holding Group Co Ltd [40.3%]; unknown [24.5%]; Shanghai Decent Investment (Group) Co Ltd [23.7%]; Zhejiang Qingshan Business Management Co Ltd [11.5%],0.0,1,1.28,1,,,,-18.940658,30.608968,-18.940658,30.608968
TT Iron Steel Company Ltd [100.0%],0.0,1,45.0,1,,,,10.403605,-61.482939,10.403605,-61.482939
Ta Chen Stainless Pipe Co Ltd [38.8%]; Tycoons Worldwide Group (Thailand) PCL [19.4%]; Tycoons Group International Co Ltd [5.9%],0.0,1,8.0,1,,,,12.857307,101.21314,12.857307,101.21314
Taiwan Steel Group,0.0,1,22.0,1,,,,24.167872,120.505482,24.167872,120.505482
Talleres y Aceros SA de CV [100.0%],0.0,1,32.0,1,,,,18.869272,-97.047263,18.869272,-97.047263
Tangshan Donghai Iron and Steel Group Co Ltd [100.0%],0.0,1,22.0,1,,,,39.748373,118.624794,39.748373,118.624794
Tangshan Donghai Iron and Steel Group Co Ltd [70.0%]; natural person(s) [30.0%],0.0,1,2.0,1,,,,22.907614,112.224952,22.907614,112.224952
Tangshan Donghua Iron & Steel Enterprise Group Co Ltd [100.0%],0.0,1,16.0,1,,,,39.468366,118.256774,39.468366,118.256774
Tangshan Donghua Iron & Steel Enterprise Group Co Ltd [84.2%]; natural person(s) [15.8%],0.0,1,20.58,1,,,,39.676326,118.427914,39.676326,118.427914
Tangshan Fengnan District Jing'an Iron and Steel Co Ltd [100.0%],0.0,1,23.0,1,,,,39.600956,118.358726,39.600956,118.358726
Tangshan GUOYI SPECIAL Steel Co Ltd [100.0%],0.0,1,16.0,1,,,,39.659153,118.411488,39.659153,118.411488
Tangshan Jiaqi International Trade Co Ltd [90.0%]; Chifeng Yuanjian Iron and Steel Industry Co Ltd [10.0%],0.0,1,23.09,1,,,,42.278115,119.015289,42.278115,119.015289
Tangshan Jinma Iron & Steel Group Co Ltd [100.0%],0.0,1,12.0,1,,,,39.700499,118.456775,39.700499,118.456775
Tangshan Jinma Iron & Steel Group Co Ltd [83.7%]; Hainan Mingbo Investment Co Ltd [16.0%]; unknown [0.3%],0.0,1,3.0,1,,,,41.834064,119.281883,41.834064,119.281883
Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd [100.0%],9300.0,1,23.0,1,,,,39.497472,118.272056,39.497472,118.272056
Tangshan Songting IRON&STEEL Co Ltd [100.0%],0.0,1,56.0,1,,,,39.938866,118.576678,39.938866,118.576678
Tangshan Universal Industrial Development Co Ltd [100.0%],4200.0,1,19.0,1,,,,39.748773,118.819472,39.748773,118.819472
Tangshan Xinfengsheng Trade Co Ltd [72.6%]; Hebei Xinda Iron and Steel Co Ltd [27.4%],0.0,1,23.0,1,,,,39.880661,118.558755,39.880661,118.558755
Tangshan Xinfengsheng Trade Co Ltd [72.6%]; natural person(s) [27.4%],0.0,1,23.0,1,,,,39.898362,118.579364,39.898362,118.579364
Tangshan Xinglong Steel Co Ltd [100.0%],0.0,1,24.0,1,,,,39.847612,118.348448,39.847612,118.348448
Tangshan Zhengfeng Steel Co Ltd [100.0%],0.0,1,21.0,1,,,,39.85271,118.181279,39.85271,118.181279
Tangshan Zhengfeng Steel Co Ltd [100.0%]; Tianjin Rongcheng Group Tangshan Special Steel Co Ltd [100.0%],0.0,1,1.76,1,,,,39.85271,118.181279,39.85271,118.181279
Tanshan Iron and Steel [100.0%],0.0,1,,1,,,,40.67524,129.201745,40.67524,129.201745
Tata Metaliks Ltd [100.0%],0.0,1,35.0,1,2021.0,,,22.385611,87.287179,22.385611,87.287179
Tata Steel (Thailand) PCL [100.0%],0.0,2,36.5,1,,,,12.864989999999999,101.118098,13.052398,101.086795
Tata Steel BSL Ltd [100.0%],8587.0,1,18.0,1,,,,20.796053,85.260382,20.796053,85.260382
Tata Steel Long Products Ltd [100.0%],2200.0,1,54.0,1,,,,22.812895,86.084022,22.812895,86.084022
Tata Steel Long Products Ltd [92.7%]; Tata Steel Ltd [5.2%]; small shareholder(s) [2.1%],1710.0,1,43.0,1,,,,20.998641,86.019102,20.998641,86.019102
Tata Steel Ltd,9600.0,1,107.0,1,2022.0,,,52.484118,4.615584,52.484118,4.615584
Tata Steel Ltd [100.0%],17000.0,5,76.5,3,2020.0,,,25.5180012,69.6239238,22.788598,86.1996
Tekhnologicheskiye Investitsii LLC [100.0%],0.0,1,23.0,1,,,,47.982276,37.810634,47.982276,37.810634
Tembo Steels Uganda Ltd [100.0%],0.0,1,1.0,1,,,,0.611975,33.457629,0.611975,33.457629
Templar Investments Ltd,0.0,3,16.0,1,,,,22.880906333333332,56.959238666666664,19.640299,57.677866
Tenaris SA [100.0%],0.0,4,68.2825,4,2022.0,,,18.722184,-29.5786875,-34.152554,-58.977388
Ternium Argentina SA [100.0%],1480.0,1,65.0,1,,,,-33.37365,-60.138697,-33.37365,-60.138697
Ternium SA [100.0%],5700.0,1,15.0,1,,,,-22.912549,-43.741614,-22.912549,-43.741614
Tianjin Jiangtian Industrial Development Co Ltd [100.0%],0.0,1,20.51,1,,,,39.501442,118.719554,39.501442,118.719554
Tianjin Rongcheng Group Tangshan Special Steel Co Ltd [100.0%],0.0,1,21.0,1,,,,39.551552,118.137993,39.551552,118.137993
Tianjin Rongcheng Xiangtai Investment Holdings Co Ltd [77.8%]; natural person(s) [17.9%]; unknown [4.2%],0.0,1,22.64,1,,,,38.970638,117.495794,38.970638,117.495794
Tianjin Tianfeng Steel Co Ltd [100.0%],0.0,1,19.12,1,,,,38.832642,117.102765,38.832642,117.102765
Tianlong Investment Co Ltd [58.3%]; Huayang Investment (Hong Kong) Ltd [41.6%],0.0,1,18.0,1,,,,24.472439,117.94885,24.472439,117.94885
Tokyo Steel Manufacturing Co Ltd [100.0%],0.0,4,40.485,1,,,,34.909732500000004,135.435924,33.881431,130.755978
Tongling Fuxin Iron & Steel Co Ltd [100.0%],0.0,1,55.0,1,,,,30.907561,117.772866,30.907561,117.772866
Tongshan Liguo Iron and Steel Co Ltd [100.0%],0.0,1,19.58,1,,,,34.55486,117.327039,34.55486,117.327039
Topy Industries Ltd [100.0%],0.0,1,67.0,1,2018.0,,,34.719644,137.322259,34.719644,137.322259
Torbat Heydarieh Steel Co [100.0%],0.0,1,0.0,1,,,,35.594882,59.205984,35.594882,59.205984
Tosyalı Holding AŞ,4000.0,3,10.0,2,2022.0,2023.0,,36.491937,24.02031666666667,35.770912,-0.263031
Tosyalı Holding AŞ [100.0%],0.0,2,15.0,2,,,,32.2805115,42.650332,27.544525,49.205538
Tourism Financial Group,0.0,1,17.0,1,2022.0,,,37.417437,46.035778,37.417437,46.035778
Triangul Metals Tebinbulak JSC [100.0%],5000.0,2,0.0,1,,,,41.0954103,63.98869785,42.1780016,60.4038997
Triton Trust; Virgo Trust,0.0,1,,1,,,,27.544749,49.208103,27.544749,49.208103
Trubnaya Metallurgicheskaya Kompaniya PJSC [100.0%],0.0,2,73.0,1,,,,52.853191,52.393139000000005,56.90205,59.992198
Trubnaya Metallurgicheskaya Kompaniya PJSC [96.0%]; small shareholder(s) [4.0%],0.0,1,129.0,1,,,,47.241557,38.928584,47.241557,38.928584
Trubnaya Metallurgicheskaya Kompaniya PJSC [98.2%]; small shareholder(s) [1.8%],0.0,1,286.0,1,,,,56.478428,60.249411,56.478428,60.249411
Tuchuan Capital Co Ltd [99.0%]; unknown [1.0%],0.0,1,23.06,1,,,,41.670998,123.85143,41.670998,123.85143
Tung Ho Steel Enterprise Corp [100.0%],0.0,4,35.25,2,2023.0,2023.0,,20.687515,117.3220325,22.563095,120.362654
UMC Metals Ltd [100.0%],0.0,1,31.0,1,,,,13.275832,100.969791,13.275832,100.969791
Unitex Steel Mills Ltd [100.0%],0.0,1,,1,,,,22.945182,91.512387,22.945182,91.512387
Ural-VK JSC [100.0%],0.0,1,125.0,1,,,,54.99484,57.277548,54.99484,57.277548
Usinas Siderurgicas de Minas Gerais SA [100.0%],9300.0,2,62.5,1,,,,-21.677184500000003,-44.4602735,-19.491277,-42.544253
Ussuri Capital [100.0%],0.0,1,,1,,,,44.133338,28.64001,44.133338,28.64001
Uttam Galva Ferous Ltd [100.0%],12532.0,1,,1,,,,15.184613,76.824905,15.184613,76.824905
Vale SA [100.0%],0.0,1,0.0,1,,,,-5.408654,-49.103539,-5.408654,-49.103539
Vallourec SA [100.0%],0.0,2,27.0,2,,,,10.271406,-62.327468499999995,-20.582683,-43.971555
Valsabbia Investimenti SpA,0.0,1,57.0,1,,,,45.642905,10.380199,45.642905,10.380199
Van Company for Industrial Investment and General Trading [100.0%],0.0,1,3.0,1,,,,36.09176,43.97415,36.09176,43.97415
Van Merksteijn International BV [100.0%],0.0,1,1.0,1,2021.0,,,53.440581,6.844773,53.440581,6.844773
Vanir Green Industries AS,0.0,1,,1,,,,60.0175,23.9126,60.0175,23.9126
Vardhman Special Steels Limited [100.0%],0.0,1,,1,,,,30.890103,75.908673,30.890103,75.908673
Vedanta Ltd [100.0%],800.0,1,33.0,1,,,,15.526866,73.986671,15.526866,73.986671
Vedanta Ltd [95.5%]; small shareholder(s) [4.5%],2900.0,1,19.0,1,,,,23.632907,86.293671,23.632907,86.293671
Viet Nam Steel Corp,0.0,1,20.0,1,,,,10.576597,107.028995,10.576597,107.028995
Viet Nam Steel Corp [65.0%]; Thai Hung Trading JSC [20.0%]; small shareholder(s) [15.0%],120.0,1,62.0,1,,,,21.557484,105.8728,21.557484,105.8728
Viet Nhat Advanced Steel JSC [100.0%],0.0,1,15.0,1,,,,20.90553,106.628701,20.90553,106.628701
Vietnam Advance Sprint Group JSC,0.0,1,37.0,1,,,,11.054204,106.615962,11.054204,106.615962
Vietnam Advance Sprint Group JSC [100.0%],0.0,2,8.0,1,,,,15.220133500000001,106.30425650000001,19.326924,105.777449
Vina One Steel Manufacturing Corp [100.0%],0.0,1,18.0,1,,,,10.636835,106.517595,10.636835,106.517595
Vina Roma Quang Tri Steel JSC [100.0%],0.0,1,,1,,,,16.756559,107.329547,16.756559,107.329547
Viohalco SA,0.0,1,63.0,1,,,,40.704458,22.816542,40.704458,22.816542
Viohalco SA [100.0%],0.0,1,67.0,1,,,,42.595629,23.093095,42.595629,23.093095
Viohalco SA [28.6%],0.0,1,24.0,1,,,,39.169632,22.840216,39.169632,22.840216
Voestalpine AG [100.0%],1700.0,2,116.0,1,,,,47.827239,14.699760999999999,47.380455,15.065182
WEALTH GROUP INVESTMENT LIMITED [100.0%],0.0,1,1.0,1,,,,30.097108,115.284652,30.097108,115.284652
WEALTH GROUP INVESTMENT LIMITED [78.0%]; Wu'an Hongji Investment Co Ltd [12.7%]; unknown [4.1%],0.0,1,32.0,1,,,,36.715632,114.208992,36.715632,114.208992
WEALTH GROUP INVESTMENT LIMITED [95.0%]; unknown [5.0%],0.0,1,26.0,1,,,,30.341239,114.857744,30.341239,114.857744
WISCO Group Kunming Steel Co Ltd [100.0%],0.0,2,11.545000000000002,1,,,,24.950474,102.372738,24.947687,102.367394
